Federated Finetuning LLM-LoRA with params:
global_model: chavinlo/alpaca-native
data_path: ./data
output_dir: ./lora-shepherd-7b/
client_selection_strategy: random
client_selection_frac: 0.1
num_communication_rounds: 10
num_clients: 10
local_batch_size: 64
local_micro_batch_size: 8
local_num_epochs: 10
local_learning_rate: 0.0003
local_val_set_size: 0
local_save_steps: 3
cutoff_len: 512
lora_r: 16
lora_alpha: 16
lora_dropout: 0.05
lora_target_modules: ['q_proj']
train_on_inputs: True
group_by_length: True
resume_from_checkpoint: False
prompt template: alpaca

The process of federated instruction-tuning has started..

Conducting the client selection

Preparing the local dataset and trainer for Client_2
Initiating the local training of Client_2
Local training starts ... 
{'loss': 5.0019, 'grad_norm': 0.21112509071826935, 'learning_rate': 0.00029999477988515747, 'epoch': 0.0}
{'loss': 1.4103, 'grad_norm': 0.3001021444797516, 'learning_rate': 0.0002840368888115538, 'epoch': 0.53}
{'loss': 1.3717, 'grad_norm': 0.3622485101222992, 'learning_rate': 0.0002840316686967113, 'epoch': 0.53}
{'loss': 1.364, 'grad_norm': 0.3671661615371704, 'learning_rate': 0.00028402644858186875, 'epoch': 0.53}
{'loss': 1.3553, 'grad_norm': 0.38704606890678406, 'learning_rate': 0.00028402122846702625, 'epoch': 0.53}
{'loss': 1.3619, 'grad_norm': 0.42026808857917786, 'learning_rate': 0.00028401600835218374, 'epoch': 0.53}
{'loss': 1.3619, 'grad_norm': 0.3105643093585968, 'learning_rate': 0.0002840107882373412, 'epoch': 0.53}
{'loss': 1.3683, 'grad_norm': 0.30005741119384766, 'learning_rate': 0.0002840055681224987, 'epoch': 0.53}
{'loss': 1.338, 'grad_norm': 0.2909613251686096, 'learning_rate': 0.00028400034800765613, 'epoch': 0.53}
{'loss': 1.3234, 'grad_norm': 0.30000653862953186, 'learning_rate': 0.00028399512789281363, 'epoch': 0.53}
{'loss': 1.3556, 'grad_norm': 0.34194839000701904, 'learning_rate': 0.0002839899077779711, 'epoch': 0.53}
{'loss': 1.3484, 'grad_norm': 0.33875855803489685, 'learning_rate': 0.00028398468766312857, 'epoch': 0.53}
{'loss': 1.3918, 'grad_norm': 0.33374589681625366, 'learning_rate': 0.000283979467548286, 'epoch': 0.53}
{'loss': 1.3184, 'grad_norm': 0.3174688518047333, 'learning_rate': 0.0002839742474334435, 'epoch': 0.53}
{'loss': 1.3146, 'grad_norm': 0.2979016602039337, 'learning_rate': 0.00028396902731860096, 'epoch': 0.53}
{'loss': 1.3313, 'grad_norm': 0.33982840180397034, 'learning_rate': 0.00028396380720375846, 'epoch': 0.53}
{'loss': 1.3777, 'grad_norm': 0.40100333094596863, 'learning_rate': 0.00028395858708891596, 'epoch': 0.53}
{'loss': 1.3454, 'grad_norm': 0.37872231006622314, 'learning_rate': 0.0002839533669740734, 'epoch': 0.53}
{'loss': 1.3388, 'grad_norm': 0.33667463064193726, 'learning_rate': 0.0002839481468592309, 'epoch': 0.54}
{'loss': 1.3362, 'grad_norm': 0.29844245314598083, 'learning_rate': 0.00028394292674438834, 'epoch': 0.54}
{'loss': 1.3962, 'grad_norm': 0.288862407207489, 'learning_rate': 0.00028393770662954584, 'epoch': 0.54}
{'loss': 1.3226, 'grad_norm': 0.31225818395614624, 'learning_rate': 0.0002839324865147033, 'epoch': 0.54}
{'loss': 1.3411, 'grad_norm': 0.3448942303657532, 'learning_rate': 0.0002839272663998608, 'epoch': 0.54}
{'loss': 1.3875, 'grad_norm': 0.2826746106147766, 'learning_rate': 0.00028392204628501823, 'epoch': 0.54}
{'loss': 1.3702, 'grad_norm': 0.2823260426521301, 'learning_rate': 0.0002839168261701757, 'epoch': 0.54}
{'loss': 1.3632, 'grad_norm': 0.3100443184375763, 'learning_rate': 0.0002839116060553332, 'epoch': 0.54}
{'loss': 1.3741, 'grad_norm': 0.3277944326400757, 'learning_rate': 0.00028390638594049067, 'epoch': 0.54}
{'loss': 1.3685, 'grad_norm': 0.311402827501297, 'learning_rate': 0.0002839011658256481, 'epoch': 0.54}
{'loss': 1.3733, 'grad_norm': 0.38327470421791077, 'learning_rate': 0.0002838959457108056, 'epoch': 0.54}
{'loss': 1.3533, 'grad_norm': 0.31936436891555786, 'learning_rate': 0.0002838907255959631, 'epoch': 0.54}
{'loss': 1.4077, 'grad_norm': 0.32216426730155945, 'learning_rate': 0.00028388550548112055, 'epoch': 0.54}
{'loss': 1.4352, 'grad_norm': 0.3251916170120239, 'learning_rate': 0.00028388028536627805, 'epoch': 0.54}
{'loss': 1.4021, 'grad_norm': 0.3196806311607361, 'learning_rate': 0.0002838750652514355, 'epoch': 0.54}
{'loss': 1.422, 'grad_norm': 0.42016515135765076, 'learning_rate': 0.000283869845136593, 'epoch': 0.54}
{'loss': 1.3661, 'grad_norm': 0.3067627549171448, 'learning_rate': 0.0002838646250217505, 'epoch': 0.54}
{'loss': 1.3551, 'grad_norm': 0.32202768325805664, 'learning_rate': 0.00028385940490690794, 'epoch': 0.54}
{'loss': 1.3342, 'grad_norm': 0.3802310526371002, 'learning_rate': 0.0002838541847920654, 'epoch': 0.54}
{'loss': 1.3923, 'grad_norm': 0.3634519577026367, 'learning_rate': 0.0002838489646772229, 'epoch': 0.54}
{'loss': 1.393, 'grad_norm': 0.34111732244491577, 'learning_rate': 0.0002838437445623804, 'epoch': 0.54}
{'loss': 1.4007, 'grad_norm': 0.3359545171260834, 'learning_rate': 0.0002838385244475378, 'epoch': 0.54}
{'loss': 1.3612, 'grad_norm': 0.35771945118904114, 'learning_rate': 0.00028383330433269527, 'epoch': 0.54}
{'loss': 1.4054, 'grad_norm': 0.3079359233379364, 'learning_rate': 0.00028382808421785276, 'epoch': 0.54}
{'loss': 1.3745, 'grad_norm': 0.3415687382221222, 'learning_rate': 0.00028382286410301026, 'epoch': 0.54}
{'loss': 1.4548, 'grad_norm': 0.4561072885990143, 'learning_rate': 0.0002838176439881677, 'epoch': 0.54}
{'loss': 1.314, 'grad_norm': 0.314788281917572, 'learning_rate': 0.0002838124238733252, 'epoch': 0.54}
{'loss': 1.3402, 'grad_norm': 0.38774290680885315, 'learning_rate': 0.00028380720375848265, 'epoch': 0.54}
{'loss': 1.3637, 'grad_norm': 0.37604159116744995, 'learning_rate': 0.00028380198364364015, 'epoch': 0.54}
{'loss': 1.4079, 'grad_norm': 0.37883949279785156, 'learning_rate': 0.00028379676352879765, 'epoch': 0.54}
{'loss': 1.3177, 'grad_norm': 0.3669624626636505, 'learning_rate': 0.0002837915434139551, 'epoch': 0.54}
{'loss': 1.3393, 'grad_norm': 0.3462600111961365, 'learning_rate': 0.00028378632329911253, 'epoch': 0.54}
{'loss': 1.386, 'grad_norm': 0.34351229667663574, 'learning_rate': 0.00028378110318427003, 'epoch': 0.54}
{'loss': 1.3374, 'grad_norm': 0.30361589789390564, 'learning_rate': 0.00028377588306942753, 'epoch': 0.54}
{'loss': 1.3659, 'grad_norm': 0.34921103715896606, 'learning_rate': 0.000283770662954585, 'epoch': 0.54}
{'loss': 1.3878, 'grad_norm': 0.3448057770729065, 'learning_rate': 0.0002837654428397424, 'epoch': 0.54}
{'loss': 1.3264, 'grad_norm': 0.3899865448474884, 'learning_rate': 0.0002837602227248999, 'epoch': 0.54}
{'loss': 1.3918, 'grad_norm': 0.3974822759628296, 'learning_rate': 0.0002837550026100574, 'epoch': 0.54}
{'loss': 1.3537, 'grad_norm': 0.3539506196975708, 'learning_rate': 0.00028374978249521486, 'epoch': 0.54}
{'loss': 1.3357, 'grad_norm': 0.3059796988964081, 'learning_rate': 0.0002837445623803723, 'epoch': 0.54}
{'loss': 1.3685, 'grad_norm': 0.29598963260650635, 'learning_rate': 0.0002837393422655298, 'epoch': 0.54}
{'loss': 1.3087, 'grad_norm': 0.3072223663330078, 'learning_rate': 0.0002837341221506873, 'epoch': 0.54}
{'loss': 1.3207, 'grad_norm': 0.3454846739768982, 'learning_rate': 0.0002837289020358448, 'epoch': 0.54}
{'loss': 1.305, 'grad_norm': 0.3271273374557495, 'learning_rate': 0.00028372368192100224, 'epoch': 0.54}
{'loss': 1.3239, 'grad_norm': 0.2902076244354248, 'learning_rate': 0.0002837184618061597, 'epoch': 0.54}
{'loss': 1.3201, 'grad_norm': 0.31962069869041443, 'learning_rate': 0.0002837132416913172, 'epoch': 0.54}
{'loss': 1.3233, 'grad_norm': 0.31514984369277954, 'learning_rate': 0.0002837080215764747, 'epoch': 0.54}
{'loss': 1.3087, 'grad_norm': 0.3097660541534424, 'learning_rate': 0.00028370280146163213, 'epoch': 0.54}
{'loss': 1.3699, 'grad_norm': 0.39046886563301086, 'learning_rate': 0.0002836975813467896, 'epoch': 0.54}
{'loss': 1.3519, 'grad_norm': 0.4312085509300232, 'learning_rate': 0.00028369236123194707, 'epoch': 0.54}
{'loss': 1.374, 'grad_norm': 0.3631104826927185, 'learning_rate': 0.00028368714111710457, 'epoch': 0.54}
{'loss': 1.3517, 'grad_norm': 0.37970539927482605, 'learning_rate': 0.000283681921002262, 'epoch': 0.54}
{'loss': 1.3661, 'grad_norm': 0.42617353796958923, 'learning_rate': 0.00028367670088741946, 'epoch': 0.54}
{'loss': 1.362, 'grad_norm': 0.3524110019207001, 'learning_rate': 0.00028367148077257696, 'epoch': 0.54}
{'loss': 1.3535, 'grad_norm': 0.40310460329055786, 'learning_rate': 0.00028366626065773446, 'epoch': 0.54}
{'loss': 1.3278, 'grad_norm': 0.30060577392578125, 'learning_rate': 0.0002836610405428919, 'epoch': 0.54}
{'loss': 1.3498, 'grad_norm': 0.3332090675830841, 'learning_rate': 0.0002836558204280494, 'epoch': 0.54}
{'loss': 1.3502, 'grad_norm': 0.3372038006782532, 'learning_rate': 0.00028365060031320684, 'epoch': 0.54}
{'loss': 1.3636, 'grad_norm': 0.43078741431236267, 'learning_rate': 0.00028364538019836434, 'epoch': 0.55}
{'loss': 1.3602, 'grad_norm': 0.3356705605983734, 'learning_rate': 0.00028364016008352184, 'epoch': 0.55}
{'loss': 1.3541, 'grad_norm': 0.31663012504577637, 'learning_rate': 0.0002836349399686793, 'epoch': 0.55}
{'loss': 1.3376, 'grad_norm': 0.3174196183681488, 'learning_rate': 0.00028362971985383673, 'epoch': 0.55}
{'loss': 1.3817, 'grad_norm': 0.29601144790649414, 'learning_rate': 0.0002836244997389942, 'epoch': 0.55}
{'loss': 1.3553, 'grad_norm': 0.3804803788661957, 'learning_rate': 0.0002836192796241517, 'epoch': 0.55}
{'loss': 1.3996, 'grad_norm': 0.3394072353839874, 'learning_rate': 0.00028361405950930917, 'epoch': 0.55}
{'loss': 1.379, 'grad_norm': 0.3221648335456848, 'learning_rate': 0.00028360883939446667, 'epoch': 0.55}
{'loss': 1.3846, 'grad_norm': 0.31346169114112854, 'learning_rate': 0.0002836036192796241, 'epoch': 0.55}
{'loss': 1.3841, 'grad_norm': 0.31283754110336304, 'learning_rate': 0.0002835983991647816, 'epoch': 0.55}
{'loss': 1.3736, 'grad_norm': 0.31005197763442993, 'learning_rate': 0.00028359317904993905, 'epoch': 0.55}
{'loss': 1.3883, 'grad_norm': 0.3117474913597107, 'learning_rate': 0.00028358795893509655, 'epoch': 0.55}
{'loss': 1.3652, 'grad_norm': 0.33146151900291443, 'learning_rate': 0.000283582738820254, 'epoch': 0.55}
{'loss': 1.3603, 'grad_norm': 0.3250758647918701, 'learning_rate': 0.0002835775187054115, 'epoch': 0.55}
{'loss': 1.3899, 'grad_norm': 0.3605979084968567, 'learning_rate': 0.000283572298590569, 'epoch': 0.55}
{'loss': 1.4086, 'grad_norm': 0.30175724625587463, 'learning_rate': 0.00028356707847572644, 'epoch': 0.55}
{'loss': 1.4257, 'grad_norm': 0.32329338788986206, 'learning_rate': 0.00028356185836088394, 'epoch': 0.55}
{'loss': 1.4391, 'grad_norm': 0.45334139466285706, 'learning_rate': 0.0002835566382460414, 'epoch': 0.55}
{'loss': 1.3238, 'grad_norm': 0.43178582191467285, 'learning_rate': 0.0002835514181311989, 'epoch': 0.55}
{'loss': 1.319, 'grad_norm': 0.4647606611251831, 'learning_rate': 0.0002835461980163563, 'epoch': 0.55}
{'loss': 1.3355, 'grad_norm': 0.4405457675457001, 'learning_rate': 0.0002835409779015138, 'epoch': 0.55}
{'loss': 1.3635, 'grad_norm': 0.45987221598625183, 'learning_rate': 0.00028353575778667126, 'epoch': 0.55}
{'loss': 1.3505, 'grad_norm': 0.44721293449401855, 'learning_rate': 0.00028353053767182876, 'epoch': 0.55}
{'loss': 1.3411, 'grad_norm': 0.3252081274986267, 'learning_rate': 0.0002835253175569862, 'epoch': 0.55}
{'loss': 1.3567, 'grad_norm': 0.3250071406364441, 'learning_rate': 0.0002835200974421437, 'epoch': 0.55}
{'loss': 1.3791, 'grad_norm': 0.3280025124549866, 'learning_rate': 0.00028351487732730115, 'epoch': 0.55}
{'loss': 1.3725, 'grad_norm': 0.3497125804424286, 'learning_rate': 0.00028350965721245865, 'epoch': 0.55}
{'loss': 1.4013, 'grad_norm': 0.41660964488983154, 'learning_rate': 0.00028350443709761615, 'epoch': 0.55}
{'loss': 1.3532, 'grad_norm': 0.40168288350105286, 'learning_rate': 0.0002834992169827736, 'epoch': 0.55}
{'loss': 1.3873, 'grad_norm': 0.43296942114830017, 'learning_rate': 0.0002834939968679311, 'epoch': 0.55}
{'loss': 1.3787, 'grad_norm': 0.39736324548721313, 'learning_rate': 0.00028348877675308853, 'epoch': 0.55}
{'loss': 1.3455, 'grad_norm': 0.31825077533721924, 'learning_rate': 0.00028348355663824603, 'epoch': 0.55}
{'loss': 1.3311, 'grad_norm': 0.31058114767074585, 'learning_rate': 0.0002834783365234035, 'epoch': 0.55}
{'loss': 1.3521, 'grad_norm': 0.30378225445747375, 'learning_rate': 0.000283473116408561, 'epoch': 0.55}
{'loss': 1.3816, 'grad_norm': 0.3416447341442108, 'learning_rate': 0.0002834678962937184, 'epoch': 0.55}
{'loss': 1.3553, 'grad_norm': 0.36316946148872375, 'learning_rate': 0.0002834626761788759, 'epoch': 0.55}
{'loss': 1.3205, 'grad_norm': 0.33182793855667114, 'learning_rate': 0.00028345745606403336, 'epoch': 0.55}
{'loss': 1.3657, 'grad_norm': 0.2912944257259369, 'learning_rate': 0.00028345223594919086, 'epoch': 0.55}
{'loss': 1.328, 'grad_norm': 0.3113166093826294, 'learning_rate': 0.00028344701583434836, 'epoch': 0.55}
{'loss': 1.3263, 'grad_norm': 0.3118380904197693, 'learning_rate': 0.0002834417957195058, 'epoch': 0.55}
{'loss': 1.3477, 'grad_norm': 0.4120219647884369, 'learning_rate': 0.0002834365756046633, 'epoch': 0.55}
{'loss': 1.3361, 'grad_norm': 0.4193187654018402, 'learning_rate': 0.00028343135548982074, 'epoch': 0.55}
{'loss': 1.3331, 'grad_norm': 0.3341507315635681, 'learning_rate': 0.00028342613537497824, 'epoch': 0.55}
{'loss': 1.3275, 'grad_norm': 0.3077307939529419, 'learning_rate': 0.0002834209152601357, 'epoch': 0.55}
{'loss': 1.4138, 'grad_norm': 0.3626953959465027, 'learning_rate': 0.0002834156951452932, 'epoch': 0.55}
{'loss': 1.3356, 'grad_norm': 0.3479987382888794, 'learning_rate': 0.00028341047503045063, 'epoch': 0.55}
{'loss': 1.3829, 'grad_norm': 0.32707902789115906, 'learning_rate': 0.00028340525491560813, 'epoch': 0.55}
{'loss': 1.3503, 'grad_norm': 0.31395360827445984, 'learning_rate': 0.0002834000348007656, 'epoch': 0.55}
{'loss': 1.346, 'grad_norm': 0.35619503259658813, 'learning_rate': 0.00028339481468592307, 'epoch': 0.55}
{'loss': 1.3539, 'grad_norm': 0.2987666130065918, 'learning_rate': 0.0002833895945710805, 'epoch': 0.55}
{'loss': 1.3052, 'grad_norm': 0.29526200890541077, 'learning_rate': 0.000283384374456238, 'epoch': 0.55}
{'loss': 1.3555, 'grad_norm': 0.3080248534679413, 'learning_rate': 0.0002833791543413955, 'epoch': 0.55}
{'loss': 1.3355, 'grad_norm': 0.3578678369522095, 'learning_rate': 0.00028337393422655296, 'epoch': 0.55}
{'loss': 1.3246, 'grad_norm': 0.33488139510154724, 'learning_rate': 0.0002833687141117104, 'epoch': 0.55}
{'loss': 1.3592, 'grad_norm': 0.3572000563144684, 'learning_rate': 0.0002833634939968679, 'epoch': 0.55}
{'loss': 1.4091, 'grad_norm': 0.3654599189758301, 'learning_rate': 0.0002833582738820254, 'epoch': 0.55}
{'loss': 1.3769, 'grad_norm': 0.31527620553970337, 'learning_rate': 0.0002833530537671829, 'epoch': 0.55}
{'loss': 1.4021, 'grad_norm': 0.29537656903266907, 'learning_rate': 0.00028334783365234034, 'epoch': 0.56}
{'loss': 1.3827, 'grad_norm': 0.29965341091156006, 'learning_rate': 0.0002833426135374978, 'epoch': 0.56}
{'loss': 1.3639, 'grad_norm': 0.3019629716873169, 'learning_rate': 0.0002833373934226553, 'epoch': 0.56}
{'loss': 1.3554, 'grad_norm': 0.3686276376247406, 'learning_rate': 0.0002833321733078128, 'epoch': 0.56}
{'loss': 1.4098, 'grad_norm': 0.3020384609699249, 'learning_rate': 0.0002833269531929702, 'epoch': 0.56}
{'loss': 1.3692, 'grad_norm': 0.3563401699066162, 'learning_rate': 0.00028332173307812767, 'epoch': 0.56}
{'loss': 1.3748, 'grad_norm': 0.3338989019393921, 'learning_rate': 0.00028331651296328517, 'epoch': 0.56}
{'loss': 1.3656, 'grad_norm': 0.38910189270973206, 'learning_rate': 0.00028331129284844266, 'epoch': 0.56}
{'loss': 1.387, 'grad_norm': 0.3544589877128601, 'learning_rate': 0.0002833060727336001, 'epoch': 0.56}
{'loss': 1.401, 'grad_norm': 0.3773167133331299, 'learning_rate': 0.00028330085261875755, 'epoch': 0.56}
{'loss': 1.4403, 'grad_norm': 0.46723753213882446, 'learning_rate': 0.00028329563250391505, 'epoch': 0.56}
{'loss': 1.2806, 'grad_norm': 0.34760910272598267, 'learning_rate': 0.00028329041238907255, 'epoch': 0.56}
{'loss': 1.3494, 'grad_norm': 0.3718753159046173, 'learning_rate': 0.00028328519227423005, 'epoch': 0.56}
{'loss': 1.3325, 'grad_norm': 0.39112070202827454, 'learning_rate': 0.0002832799721593875, 'epoch': 0.56}
{'loss': 1.3372, 'grad_norm': 0.4127137362957001, 'learning_rate': 0.00028327475204454494, 'epoch': 0.56}
{'loss': 1.3304, 'grad_norm': 0.4045063853263855, 'learning_rate': 0.00028326953192970244, 'epoch': 0.56}
{'loss': 1.3331, 'grad_norm': 0.3771153390407562, 'learning_rate': 0.00028326431181485993, 'epoch': 0.56}
{'loss': 1.3698, 'grad_norm': 0.3725205063819885, 'learning_rate': 0.0002832590917000174, 'epoch': 0.56}
{'loss': 1.31, 'grad_norm': 0.31623512506484985, 'learning_rate': 0.0002832538715851748, 'epoch': 0.56}
{'loss': 1.3557, 'grad_norm': 0.30792689323425293, 'learning_rate': 0.0002832486514703323, 'epoch': 0.56}
{'loss': 1.3121, 'grad_norm': 0.35732316970825195, 'learning_rate': 0.0002832434313554898, 'epoch': 0.56}
{'loss': 1.3403, 'grad_norm': 0.3788563311100006, 'learning_rate': 0.00028323821124064726, 'epoch': 0.56}
{'loss': 1.3456, 'grad_norm': 0.3947732746601105, 'learning_rate': 0.0002832329911258047, 'epoch': 0.56}
{'loss': 1.2923, 'grad_norm': 0.390714168548584, 'learning_rate': 0.0002832277710109622, 'epoch': 0.56}
{'loss': 1.3055, 'grad_norm': 0.3367348909378052, 'learning_rate': 0.0002832225508961197, 'epoch': 0.56}
{'loss': 1.324, 'grad_norm': 0.3162481486797333, 'learning_rate': 0.00028321733078127715, 'epoch': 0.56}
{'loss': 1.3688, 'grad_norm': 0.2986477315425873, 'learning_rate': 0.00028321211066643465, 'epoch': 0.56}
{'loss': 1.3281, 'grad_norm': 0.31186461448669434, 'learning_rate': 0.0002832068905515921, 'epoch': 0.56}
{'loss': 1.3765, 'grad_norm': 0.34785225987434387, 'learning_rate': 0.0002832016704367496, 'epoch': 0.56}
{'loss': 1.331, 'grad_norm': 0.3889580965042114, 'learning_rate': 0.0002831964503219071, 'epoch': 0.56}
{'loss': 1.317, 'grad_norm': 0.3561502695083618, 'learning_rate': 0.00028319123020706453, 'epoch': 0.56}
{'loss': 1.3385, 'grad_norm': 0.2939172685146332, 'learning_rate': 0.000283186010092222, 'epoch': 0.56}
{'loss': 1.3302, 'grad_norm': 0.3059762120246887, 'learning_rate': 0.0002831807899773795, 'epoch': 0.56}
{'loss': 1.3736, 'grad_norm': 0.3856419324874878, 'learning_rate': 0.00028317556986253697, 'epoch': 0.56}
{'loss': 1.3345, 'grad_norm': 0.38168755173683167, 'learning_rate': 0.0002831703497476944, 'epoch': 0.56}
{'loss': 1.3248, 'grad_norm': 0.34795621037483215, 'learning_rate': 0.00028316512963285186, 'epoch': 0.56}
{'loss': 1.3443, 'grad_norm': 0.5080726742744446, 'learning_rate': 0.00028315990951800936, 'epoch': 0.56}
{'loss': 1.3589, 'grad_norm': 0.292010635137558, 'learning_rate': 0.00028315468940316686, 'epoch': 0.56}
{'loss': 1.2871, 'grad_norm': 0.3137637972831726, 'learning_rate': 0.0002831494692883243, 'epoch': 0.56}
{'loss': 1.3006, 'grad_norm': 0.3193739056587219, 'learning_rate': 0.0002831442491734818, 'epoch': 0.56}
{'loss': 1.3436, 'grad_norm': 0.32711687684059143, 'learning_rate': 0.00028313902905863924, 'epoch': 0.56}
{'loss': 1.3519, 'grad_norm': 0.35512441396713257, 'learning_rate': 0.00028313380894379674, 'epoch': 0.56}
{'loss': 1.3469, 'grad_norm': 0.319002240896225, 'learning_rate': 0.00028312858882895424, 'epoch': 0.56}
{'loss': 1.3222, 'grad_norm': 0.3259907364845276, 'learning_rate': 0.0002831233687141117, 'epoch': 0.56}
{'loss': 1.3543, 'grad_norm': 0.32751238346099854, 'learning_rate': 0.00028311814859926913, 'epoch': 0.56}
{'loss': 1.3215, 'grad_norm': 0.31200554966926575, 'learning_rate': 0.00028311292848442663, 'epoch': 0.56}
{'loss': 1.2958, 'grad_norm': 0.32943958044052124, 'learning_rate': 0.0002831077083695841, 'epoch': 0.56}
{'loss': 1.3382, 'grad_norm': 0.37593066692352295, 'learning_rate': 0.00028310248825474157, 'epoch': 0.56}
{'loss': 1.3692, 'grad_norm': 0.37149301171302795, 'learning_rate': 0.00028309726813989907, 'epoch': 0.56}
{'loss': 1.3521, 'grad_norm': 0.3461282253265381, 'learning_rate': 0.0002830920480250565, 'epoch': 0.56}
{'loss': 1.3781, 'grad_norm': 0.3850937485694885, 'learning_rate': 0.000283086827910214, 'epoch': 0.56}
{'loss': 1.3563, 'grad_norm': 0.362285852432251, 'learning_rate': 0.00028308160779537146, 'epoch': 0.56}
{'loss': 1.3626, 'grad_norm': 0.37401655316352844, 'learning_rate': 0.00028307638768052895, 'epoch': 0.56}
{'loss': 1.3785, 'grad_norm': 0.33492621779441833, 'learning_rate': 0.0002830711675656864, 'epoch': 0.56}
{'loss': 1.3419, 'grad_norm': 0.5132397413253784, 'learning_rate': 0.0002830659474508439, 'epoch': 0.56}
{'loss': 1.3478, 'grad_norm': 0.3435618281364441, 'learning_rate': 0.0002830607273360014, 'epoch': 0.56}
{'loss': 1.4311, 'grad_norm': 0.3871518075466156, 'learning_rate': 0.00028305550722115884, 'epoch': 0.56}
{'loss': 1.3327, 'grad_norm': 0.37267807126045227, 'learning_rate': 0.0002830502871063163, 'epoch': 0.56}
{'loss': 1.391, 'grad_norm': 0.6337803602218628, 'learning_rate': 0.0002830450669914738, 'epoch': 0.57}
{'loss': 1.3968, 'grad_norm': 0.42522096633911133, 'learning_rate': 0.0002830398468766313, 'epoch': 0.57}
{'loss': 1.4208, 'grad_norm': 0.4765552580356598, 'learning_rate': 0.0002830346267617887, 'epoch': 0.57}
{'loss': 1.2745, 'grad_norm': 0.35277116298675537, 'learning_rate': 0.0002830294066469462, 'epoch': 0.57}
{'loss': 1.303, 'grad_norm': 0.4414769113063812, 'learning_rate': 0.00028302418653210367, 'epoch': 0.57}
{'loss': 1.3114, 'grad_norm': 0.3951982855796814, 'learning_rate': 0.00028301896641726116, 'epoch': 0.57}
{'loss': 1.3112, 'grad_norm': 0.40600717067718506, 'learning_rate': 0.0002830137463024186, 'epoch': 0.57}
{'loss': 1.3724, 'grad_norm': 0.43077248334884644, 'learning_rate': 0.0002830085261875761, 'epoch': 0.57}
{'loss': 1.3229, 'grad_norm': 0.3441369831562042, 'learning_rate': 0.00028300330607273355, 'epoch': 0.57}
{'loss': 1.3555, 'grad_norm': 0.3778914511203766, 'learning_rate': 0.00028299808595789105, 'epoch': 0.57}
{'loss': 1.3629, 'grad_norm': 0.3516054153442383, 'learning_rate': 0.00028299286584304855, 'epoch': 0.57}
{'loss': 1.3611, 'grad_norm': 0.333393394947052, 'learning_rate': 0.000282987645728206, 'epoch': 0.57}
{'loss': 1.3374, 'grad_norm': 0.33646461367607117, 'learning_rate': 0.0002829824256133635, 'epoch': 0.57}
{'loss': 1.3205, 'grad_norm': 0.3618541657924652, 'learning_rate': 0.00028297720549852093, 'epoch': 0.57}
{'loss': 1.3218, 'grad_norm': 0.34332770109176636, 'learning_rate': 0.00028297198538367843, 'epoch': 0.57}
{'loss': 1.3579, 'grad_norm': 0.4162999391555786, 'learning_rate': 0.0002829667652688359, 'epoch': 0.57}
{'loss': 1.2811, 'grad_norm': 0.4119129478931427, 'learning_rate': 0.0002829615451539934, 'epoch': 0.57}
{'loss': 1.3052, 'grad_norm': 0.3197675943374634, 'learning_rate': 0.0002829563250391508, 'epoch': 0.57}
{'loss': 1.314, 'grad_norm': 0.3107793927192688, 'learning_rate': 0.0002829511049243083, 'epoch': 0.57}
{'loss': 1.3304, 'grad_norm': 0.37048977613449097, 'learning_rate': 0.00028294588480946576, 'epoch': 0.57}
{'loss': 1.3068, 'grad_norm': 0.36619314551353455, 'learning_rate': 0.00028294066469462326, 'epoch': 0.57}
{'loss': 1.3178, 'grad_norm': 0.3975678086280823, 'learning_rate': 0.00028293544457978076, 'epoch': 0.57}
{'loss': 1.3013, 'grad_norm': 0.3261924684047699, 'learning_rate': 0.0002829302244649382, 'epoch': 0.57}
{'loss': 1.3528, 'grad_norm': 0.31461095809936523, 'learning_rate': 0.00028292500435009565, 'epoch': 0.57}
{'loss': 1.3063, 'grad_norm': 0.3038959503173828, 'learning_rate': 0.00028291978423525315, 'epoch': 0.57}
{'loss': 1.3515, 'grad_norm': 0.42017874121665955, 'learning_rate': 0.00028291456412041064, 'epoch': 0.57}
{'loss': 1.3647, 'grad_norm': 0.38049617409706116, 'learning_rate': 0.0002829093440055681, 'epoch': 0.57}
{'loss': 1.3236, 'grad_norm': 0.3055327236652374, 'learning_rate': 0.0002829041238907256, 'epoch': 0.57}
{'loss': 1.3499, 'grad_norm': 0.31768545508384705, 'learning_rate': 0.00028289890377588303, 'epoch': 0.57}
{'loss': 1.3297, 'grad_norm': 0.31905224919319153, 'learning_rate': 0.00028289368366104053, 'epoch': 0.57}
{'loss': 1.3414, 'grad_norm': 0.4225330054759979, 'learning_rate': 0.00028288846354619803, 'epoch': 0.57}
{'loss': 1.3654, 'grad_norm': 0.3504958152770996, 'learning_rate': 0.00028288324343135547, 'epoch': 0.57}
{'loss': 1.3295, 'grad_norm': 0.42636221647262573, 'learning_rate': 0.0002828780233165129, 'epoch': 0.57}
{'loss': 1.3608, 'grad_norm': 0.3741026818752289, 'learning_rate': 0.0002828728032016704, 'epoch': 0.57}
{'loss': 1.3548, 'grad_norm': 0.3501307964324951, 'learning_rate': 0.0002828675830868279, 'epoch': 0.57}
{'loss': 1.343, 'grad_norm': 0.35060110688209534, 'learning_rate': 0.00028286236297198536, 'epoch': 0.57}
{'loss': 1.3421, 'grad_norm': 0.31628474593162537, 'learning_rate': 0.0002828571428571428, 'epoch': 0.57}
